PROTOCOLO,ÓRGÃO,ENCAMINHAMENTO,MÊS,RESOLUBILIDADE,PEDIDO,ASSUNTO,RESPOSTA,TIPO RESPOSTA,MOTIVO TIPO
20191285,SEE,11/01/2019,janeiro,Concluído no Prazo," Solicito ao FUNAPE a relação dos professores de Educação Básica de Educação Física que foram APOSENTADOS nos últimos 10 anos na GRE Agreste Meridional Garanhuns na cidade de Garanhuns, para levantamento de vagas existentes com vacância do cargo público. ",Servidores,"Em atenção ao Pedido de Acesso a Informação em tela, com fulcro no Art. 13, inciso III, do Decreto n° 7.724, de 16 de maio de 2012, informo que o fornecimento da informação se encontra impossibilitada de ser fornecida em virtude da exigência de trabalhos adicionais de análise por parte deste órgão, comprometendo o regular andamento dos trabalhos desta SEE, conforme elucidado pelo Inciso III, do supramencionado artigo.Artigo 13. Não serão atendidos pedidos de acesso à informação.I-genéricos;II- desproporcionais ou desarrazoados, ouIII-que exijam trabalhos adicionais de análise, interpretação ou consolidação de dados e informações, ou serviço de produção ou tratamento de dados que seja de competência do órgão ou entidade.Desta feita, sugiro que o (a) usuário (a) indique um período menor para que esta SEE possa analisar a possibilidade no atendimento ao pleito.",Acesso negado,Pedido exige tratamento adicional de dados
20191286,SEE,07/01/2019,janeiro,Concluído no Prazo,"Solicito a relação dos professores de Educação Básica de Educação Física que foram EXONERADOS nos últimos 10 anos na GRE Agreste Meridional Garanhunsna cidade de Garanhuns, para levantamento de vagas existentes com vacância do cargo público. ",Servidores,"Em atenção ao Pedido de Acesso a Informação em tela, com fulcro no Art. 13, inciso III, do Decreto n° 7.724, de 16 de maio de 2012, informo que o fornecimento da informação se encontra impossibilitada de ser fornecida em virtude da exigência de trabalhos adicionais de análise por parte deste órgão, comprometendo o regular andamento dos trabalhos desta SEE, conforme elucidado pelo Inciso III, do supramencionado artigo.Artigo 13. Não serão atendidos pedidos de acesso à informação.I-genéricos;II- desproporcionais ou desarrazoados, ouIII-que exijam trabalhos adicionais de análise, interpretação ou consolidação de dados e informações, ou serviço de produção ou tratamento de dados que seja de competência do órgão ou entidade.Desta feita, sugiro que o (a) usuário (a) indique um período menor para que esta SEE possa analisar a possibilidade no atendimento ao pleito.",Acesso negado,Pedido exige tratamento adicional de dados
20191287,SEE,07/01/2019,janeiro,Concluído no Prazo,"""Solicito a relação dos professores de Educação Básica de Educação Física que foram FALECIDOS nos últimos 10 anos na GRE Agreste Meridional Garanhunsna cidade de Garanhuns, para levantamento de vagas existentes com vacância do cargo público."" ",Servidores,"Em atenção ao Pedido de Acesso a Informação em tela, informo que a Fundação de Aposentadorias e Pensões dos Servidores do Estado de Pernambuco (FUNAPE) é o órgão competente para prestas às informações requeridas pelo usuário, sendo possível solicita-las por meio do link www.lai.pe.gov.br/web/funape/institucional .",Órgão não tem competência para responder,Não se aplica
20191288,SEE,11/01/2019,janeiro,Concluído no Prazo,Solicito junto ao FUNAPE a relação dos professores de Educação Básica de Educação Física que foram APOSENTADOS nos últimos 10 anos na GRE Agreste Meridional Garanhuns na cidade de SÃO BENTO DE UNA para levantamento de vagas existentes com vacância do cargo público. ,Servidores,"Em atenção ao Pedido de Acesso a Informação em tela, com fulcro no Art. 13, inciso III, do Decreto n° 7.724, de 16 de maio de 2012, informo que o fornecimento da informação se encontra impossibilitada de ser fornecida em virtude da exigência de trabalhos adicionais de análise por parte deste órgão, comprometendo o regular andamento dos trabalhos desta SEE, conforme elucidado pelo Inciso III, do supramencionado artigo.Artigo 13. Não serão atendidos pedidos de acesso à informação.I-genéricos;II- desproporcionais ou desarrazoados, ouIII-que exijam trabalhos adicionais de análise, interpretação ou consolidação de dados e informações, ou serviço de produção ou tratamento de dados que seja de competência do órgão ou entidade.Desta feita, sugiro que o (a) usuário (a) indique um período menor para que esta SEE possa analisar a possibilidade no atendimento ao pleito.",Acesso negado,Pedido exige tratamento adicional de dados
20191289,SEE,07/01/2019,janeiro,Concluído no Prazo, Solicito a relação dos professores de Educação Básica de Educação Física que foram EXONERADOS nos últimos 10 anos na GRE Agreste Meridional Garanhunsna cidade de SÃO BENTO DE UNA. ,Servidores,"Em atenção ao Pedido de Acesso a Informação em tela, com fulcro no Art. 13, inciso III, do Decreto n° 7.724, de 16 de maio de 2012, informo que o fornecimento da informação se encontra impossibilitada de ser fornecida em virtude da exigência de trabalhos adicionais de análise por parte deste órgão, comprometendo o regular andamento dos trabalhos desta SEE, conforme elucidado pelo Inciso III, do supramencionado artigo.Artigo 13. Não serão atendidos pedidos de acesso à informação.I-genéricos;II- desproporcionais ou desarrazoados, ouIII-que exijam trabalhos adicionais de análise, interpretação ou consolidação de dados e informações, ou serviço de produção ou tratamento de dados que seja de competência do órgão ou entidade.Desta feita, sugiro que o (a) usuário (a) indique um período menor para que esta SEE possa analisar a possibilidade no atendimento ao pleito.",Acesso negado,Pedido exige tratamento adicional de dados
20191290,SEE,07/01/2019,janeiro,Concluído no Prazo,"""Solicito a relação dos professores de Educação Básica de Educação Física FALECIDOS nos últimos 10 anos na GRE Agreste Meridional Garanhuns na cidade de SÃO BENTO DE UNA, para levantamento de vagas existentes com vacância do cargo público."" ",Servidores,"Em atenção ao Pedido de Acesso a Informação em tela, informo que a Fundação de Aposentadorias e Pensões dos Servidores do Estado de Pernambuco (FUNAPE) é o órgão competente para prestas às informações requeridas pelo usuário, sendo possível solicita-las por meio do link www.lai.pe.gov.br/web/funape/institucional .",Órgão não tem competência para responder,Não se aplica
20191291,SEE,11/01/2019,janeiro,Concluído no Prazo,"Venho por meio deste pedir a Relação de professores de língua portuguesa, em educação básica, de Nazaré da Mata,  aposentados nos últimos  dez anos.",Servidores,"Em atenção ao Pedido de Acesso a Informação em tela, com fulcro no Art. 13, inciso III, do Decreto n° 7.724, de 16 de maio de 2012, informo que o fornecimento da informação se encontra impossibilitada de ser fornecida em virtude da exigência de trabalhos adicionais de análise por parte deste órgão, comprometendo o regular andamento dos trabalhos desta SEE, conforme elucidado pelo Inciso III, do supramencionado artigo.Artigo 13. Não serão atendidos pedidos de acesso à informação.I-genéricos;II- desproporcionais ou desarrazoados, ouIII-que exijam trabalhos adicionais de análise, interpretação ou consolidação de dados e informações, ou serviço de produção ou tratamento de dados que seja de competência do órgão ou entidade.Desta feita, sugiro que o (a) usuário (a) indique um período menor para que esta SEE possa analisar a possibilidade no atendimento ao pleito.",Acesso negado,Pedido exige tratamento adicional de dados
20191292,SEE,07/01/2019,janeiro,Concluído no Prazo,"""Venho por meio deste, pedir a relação de professores de língua portuguesa da educação básica, de Nazaré da Mata,  exonerados  nos últimos dez anos.""",Servidores,"Em atenção ao Pedido de Acesso a Informação em tela, com fulcro no Art. 13, inciso III, do Decreto n° 7.724, de 16 de maio de 2012, informo que o fornecimento da informação se encontra impossibilitada de ser fornecida em virtude da exigência de trabalhos adicionais de análise por parte deste órgão, comprometendo o regular andamento dos trabalhos desta SEE, conforme elucidado pelo Inciso III, do supramencionado artigo.Artigo 13. Não serão atendidos pedidos de acesso à informação.I-genéricos;II- desproporcionais ou desarrazoados, ouIII-que exijam trabalhos adicionais de análise, interpretação ou consolidação de dados e informações, ou serviço de produção ou tratamento de dados que seja de competência do órgão ou entidade.Desta feita, sugiro que o (a) usuário (a) indique um período menor para que esta SEE possa analisar a possibilidade no atendimento ao pleito.",Acesso negado,Pedido exige tratamento adicional de dados
20191303,UPE,08/01/2019,janeiro,Concluído no Prazo,"Gostaria de solicitar, se possível, a informação sobre a existência de servidores e/ou terceirizados na função acima especificada.Cargo:Técnico em Informática /  UPE - Campus Mata Nortecampus Mata Norte no último concurso da UPE em 2017 (PORTARIA CONJUNTA SAD/UPE Nº 045, DE 14 DE JUNHO DE 2017).",Servidores,"Em resposta ao Pedido de Acesso à Informação protocolo nº 1303/2019, informamosque em virtude do limite prudencial determinado pelo Governo do Estado dePernambuco, que define as despesas com gasto de pessoal, as nomeações dosaprovados no Concurso da UPE regido pela Portaria Conjunta SAD/UPE 45/2017estão condicionadas ao surgimento de vacância de cargos efetivos por exoneraçãoe aposentadoria.  Esclarecemos que não há servidores efetivos ou terceirizadosna função Técnico em Informática no Campus Mata Norte UPE. Informamos ainda quenão houve convocação dos aprovados na Função Técnico em Informática no referidoconcurso para atuação no Campus Mata Norte UPE.",Acesso concedido,Não se aplica
20191304,SEE,07/01/2019,janeiro,Concluído no Prazo,"""solicito a relaçao de professores de Língua portuguesa que foram EXONERADOS nos últimos10 anos na GRE Recife Sul.""",Servidores,"Em atenção ao Pedido de Acesso a Informação em tela, com fulcro no Art. 13, inciso III, do Decreto n° 7.724, de 16 de maio de 2012, informo que o fornecimento da informação se encontra impossibilitada de ser fornecida em virtude da exigência de trabalhos adicionais de análise por parte deste órgão, comprometendo o regular andamento dos trabalhos desta SEE, conforme elucidado pelo Inciso III, do supramencionado artigo.Artigo 13. Não serão atendidos pedidos de acesso à informação.I-genéricos;II- desproporcionais ou desarrazoados, ouIII-que exijam trabalhos adicionais de análise, interpretação ou consolidação de dados e informações, ou serviço de produção ou tratamento de dados que seja de competência do órgão ou entidade.Desta feita, sugiro que o (a) usuário (a) indique um período menor para que esta SEE possa analisar a possibilidade no atendimento ao pleito.",Acesso negado,Pedido exige tratamento adicional de dados
20191305,SEE,11/01/2019,janeiro,Concluído no Prazo,"Solicito a relaçao de professores de Língua portuguesa que foram APOSENTADOS nos últimos10 anos na GRE Recife Sul, para levantamento de vagas existentes com vacância de cargo público.",Servidores,"Em atenção ao Pedido de Acesso a Informação em tela, com fulcro no Art. 13, inciso III, do Decreto n° 7.724, de 16 de maio de 2012, informo que o fornecimento da informação se encontra impossibilitada de ser fornecida em virtude da exigência de trabalhos adicionais de análise por parte deste órgão, comprometendo o regular andamento dos trabalhos desta SEE, conforme elucidado pelo Inciso III, do supramencionado artigo.Artigo 13. Não serão atendidos pedidos de acesso à informação.I-genéricos;II- desproporcionais ou desarrazoados, ouIII-que exijam trabalhos adicionais de análise, interpretação ou consolidação de dados e informações, ou serviço de produção ou tratamento de dados que seja de competência do órgão ou entidade.Desta feita, sugiro que o (a) usuário (a) indique um período menor para que esta SEE possa analisar a possibilidade no atendimento ao pleito.",Acesso negado,Pedido exige tratamento adicional de dados
